author,title,isbn,dept_course
NARAYAN,DISLOCATING CULTURES,9780415914192,['SOCI 614']
NASH,WILDERNESS+AMERICAN MIND,9780300190380,['PRLS 300']
NATHAN,TIANANMEN PAPERS,9781586481223,['HIST 499']
NATL.GEOGRAPH.,COLLEGE ATLAS OF THE WORLD,9780470888872,['GGS 101']
NATL.RESRCH.CO,STARTING OUT RIGHT,9780309064101,"['ECED 402', 'ECED 502']"
NEIHARDT,"BLACK ELK SPEAKS,COMPLETE ED.-NEW INTRO",9780803283916,['RELI 100']
NELSON,ARGONAUTS,9781555977078,['ENGH 685']
NELSON,BLUETS,9781933517407,['ENGH 685']
NELSON,"FOUNDATIONS OF MUSIC,ENHANCED-W/ACCESS",9781285446165,['MUSI 100']
NELSON,GUIDE TO...FORENSICS+INVEST.-W/DVD,9781285060033,"['CFRS 664', 'TCOM 664']"
NELSON,HEALTH INFORMATICS,9780323100953,['NURS 715']
NELSON,INFECTIOUS DIS.EPIDEMIOLOGY-ACCESS,9781449683559,['GCH 722']
NELSON,INFECTIOUS DIS.EPIDEMIOLOGY-W/ACCESS,9781449683795,['GCH 722']
NELSON,LEHNINGER PRIN.OF BIOCHEM.(LOOSELEAF),9781429293129,"['CHEM 464', 'CHEM 564']"
NELSON,LEHNINGER PRIN.OF BIOCHEMISTRY,9781429234146,"['BIOL 483', 'BIOL 583', 'CHEM 463', 'CHEM 464', 'CHEM 564']"
NETTING,SOCIAL WORK MACRO PRACTICE,9780205838783,['SOCW 380']
NETTL,EXCURSIONS IN WORLD MUSIC,9780205012855,['MUSI 103']
NETTL,EXCURSIONS IN WORLD MUSIC-3-CDS (SW),9781138182387,['MUSI 103']
NEWMAN,APPLIED ECOLOGY+ENVIRONMENTAL MGMT.,9780632042654,['EVPP 677']
NEWMAN,"SOCIOLOGY,BRIEF ED.",9781452275871,['SOCI 101']
NEWMARK,"CRIM 495: CAPSTONE IN CRIMINOLOGY, LAW+",9781506638379,['CRIM 495']
NGUYEN,WE ARE ALL SUSPECTS NOW,9780807004616,['HNRS 130']
NICHOLS,PROMISE AND PERIL,9780674503878,['HIST 615']
NICHOLSON,PARTICIPATION IN SPORT,9780415554787,['SPMT 455']
NICHOLSON,SECOND WAVE:READER IN FEMINIST THEORY,9780415917612,['WMST 330']
NICOL,PRESENTING YOUR FINDINGS,9781433807053,['PSYC 652']
NIEBUHR,IRONY OF AMERICAN HISTORY,9780226583983,['GOVT 741']
NIETO,"LANGUAGE,CULTURE+TEACHING",9780415999748,['EDCI 516']
NIETO,WHY WE TEACH NOW,9780807755877,['EDUC 300']
NIETZSCHE,BEYOND GOOD+EVIL,9780679724650,"['PHIL 421', 'PHIL 422', 'PHIL 615']"
NIETZSCHE,DAYBREAK:THOUGHTS ON PREJUD.OF MORALITY,9780521599634,['GOVT 327']
NIETZSCHE,TWILIGHT OF IDOLS/ANTI-CHRIST,9780140445145,['PHIL 391']
NILES,CAREER DEV.INTERVENT.IN 21ST CENTURY,9780132658591,['EDCD 610']
NILES,CAREER DEV.INTERVENT.IN...(LOOSELEAF),9780133012804,['EDCD 610']
NITTI,501 PORTUGUESE VERBS,9781438005232,"['PORT 110', 'PORT 210']"
NOBLE,UTOPIAS,9780262640695,['AVT 472']
NOE,EMPLOYEE TRAINING+DEVELOPMENT,9780078029219,"['PSYC 435', 'PSYC 638']"
NONAMI,NOW YOU'RE ONE OF US,9781934287033,['JAPA 340']
NOONBURG,ORDINARY DIFFERENTIAL EQUATIONS,9781939512048,['MATH 216']
NORBERG,IN DEFENSE OF GLOBAL CAPITALISM,9781930865471,['ECON 360']
NORDHAUS,CLIMATE CASINO,9780300212648,['GOVT 467']
NORMAN,DESIGN OF EVERYDAY THINGS,9780465050659,"['HAP 686', 'HAP 735', 'PSYC 340', 'SWE 205']"
NORRGARD,"SEASONS OF CHANGE:LABOR,TREATY RIGHTS..",9781469617299,['HIST 615']
NORTHEY,MAKING SENSE:GEOGRAPHY+ENVIRONMENTAL...,9780199010226,['GGS 415']
NORTHOUSE,LEADERSHIP:THEORY+PRACTICE,9781483317533,['CTCH 810']
NOTTAGE,RUINED,9781559363556,"['THR 381', 'THR 480']"
NOVAK,GAME DEVELOPMENT ESSENTIALS-W/DVD,9781111307653,['GAME 101']
NOVAK,INTERNATIONAL CRIMINAL COURT: AN INTRO,9783319158310,['CRIM 405']
NOVICK,THAT NOBLE DREAM,9780521357456,['HIST 610']
NOWICKI,INTRO.TO FIN.MGMT.OF HOSP.+HEALTH.ORG.,9781567936698,['HAP 395']
NOYES,DESIGNING FOR HUMANS,9780415227223,['PSYC 340']
NUGENT,ANALYZING SINGLE SYSTEM DESIGN DATA,9780195369625,['EDSE 846']
NUSSBAUM,CATEGORICAL&NONPARAMETRIC DATA ANALYSIS,9781138787827,"['STAT 465', 'STAT 525']"
NUSSBAUM,CULTIVATING HUMANITY,9780674179493,['GOVT 490']
NUSSBAUM,NOT FOR PROFIT,9780691154480,['GOVT 490']
NUSSBAUM,POCKET GUIDE TO THE DSM-5-DIAG.EXAM,9781585624669,['EDCD 656']
NUSSBAUMER,STORYTELLING WITH DATA,9781119002253,['HIST 697']
NYE,HABIBI,9780689825231,['EDRD 610']
NYE,UNDERSTAND.GLOBAL CONFLICT+COOPERATION,9780205851638,['GOVT 322']
NYE,"WAR,WINE+TAXES",9780691129174,['ECON 823']
NYISZLI,AUSCHWITZ,9781611450118,['ENGH 201']
OBANNON,ALLEN+MIKE'S REALLY COOL BACKPACKIN' BK,9781560449126,['PRLS 120']
OBRIEN,FIRSTING+LASTING,9780816665785,['HIST 615']
OBRIEN,JUDGES ON JUDGING:VIEWS FROM BENCH,9781452227832,['GOVT 301']
OBRIEN,THINGS THEY CARRIED,9780618706419,"['ENGH 201', 'PHIL 253']"
OBSTFELD,FOUNDATIONS OF INTERNATIONAL MACROECON.,9780262150477,['ECON 871']
OCONNOR,GOOD MAN IS HARD TO FIND+OTHER STORIES,9780156364652,['ENGH 442']
O'CONNOR,VIOLENT PYTHON,9781597499576,['CFRS 730']
OCROININ,"EARLY MEDIEVAL IRELAND,400-1200",9780582015654,"['ARTH 303', 'HIST 388']"
OGATA,MODERN CONTROL ENGINEERING,9780136156734,"['ECE 421', 'SYST 421']"
OGRADY,CONTEMPORARY LINGUISTICS,9780312555283,['LING 306']
OGRADY,CONTEMPORARY LINGUISTICS-STUDY GUIDE,9780312586300,['LING 306']
OGRADY,CONTEMPORARY LINGUISTICS-W/STUDY GDE.,9780312618513,['LING 306']
OHAIR,POCKET GUIDE TO PUBLIC SPEAKING-TEXT,9781457601842,"['BIS 490', 'BIS 491']"
OHANLON,FUTURE OF LAND WARFARE,9780815727422,['GOVT 745']
